labels,global,basal,her2,lumA,lumB,norm
IDH1,0.00011176411,0.00011087998,0.00012444657,0.00010881503,0.00011147933,0.000119531964
DTX3L,0.000111686815,0.0001094177,0.0001136305,0.00011281513,0.00011762604,9.754602e-05
CIDEA,0.000111588844,0.00010983934,0.00011185024,0.00011522994,0.00011118782,9.6792486e-05
KYNU,0.000111549445,9.60826e-05,0.00015510229,0.000109872344,0.000106365944,0.00012497196
MTHFD1,0.000111378475,0.000110011904,0.000110063775,0.000114440554,0.00010690442,0.000107516804
COL3A1,0.00011131484,0.00011377195,0.00010342731,0.00010883259,0.000106988875,0.0001332993
SMAD1,0.00011131005,0.000110552435,0.00011057061,0.00011145961,0.000109268796,0.00011618792
ACYP1,0.00011127883,0.00011147978,0.00011414212,0.000113881724,0.00010803283,0.00010170135
EML4,0.00011127425,0.0001189007,0.0001128624,0.00010890724,0.00010884269,0.00011328426
ALG6,0.000111235204,0.00012381976,0.00010551412,0.00010653677,0.00011390019,0.0001122589
NADSYN1,0.00011089682,0.000113943875,0.0001140861,0.00011120769,0.00010964498,0.00010401572
FOSL1,0.00011075637,0.000112828115,0.000106888765,0.0001103981,0.00010686358,0.000118961616
CLDN8,0.00011071631,0.00010397139,0.000106165826,0.00011172765,0.0001144553,0.000113750844
CUL1,0.00011048527,0.00011826921,0.00010849089,0.0001076173,0.00010717219,0.000118982476
CARD9,0.00011038548,0.00012967593,0.00012510699,0.00010383173,0.00010194414,0.00011480177
NADK,0.00011030366,0.00011412706,0.000113298986,0.0001087362,0.00011311956,0.0001041769
FCGR2B,0.00011029082,0.000111194226,0.00010886466,0.00010958512,0.00010846366,0.00011669672
COL4A1,0.000110278226,0.000110964895,0.000113204194,0.000108769855,0.00011161461,0.000112108755
FPGS,0.000110273024,0.000107343265,0.00010864334,0.00011148874,0.00010161419,0.00012643478
NFYB,0.00011026224,9.968492e-05,0.00010682061,0.00011204068,0.0001083672,0.00012571813
ST6GAL1,0.00011017321,0.00011533695,0.00012829709,0.00010696728,0.000101948055,0.000119431475
NPC1,0.00011013282,9.6229654e-05,0.00010963995,0.0001168271,0.00010378338,0.00011264644
LAMB2,0.00011012575,9.777156e-05,0.000101183236,0.00011481445,0.00010976766,0.000115122595
ACYP2,0.00011011697,0.00011861946,0.00011063852,0.00010863971,0.0001097678,0.00010302614
CDIPT,0.000110098204,0.00010629223,0.00010328274,0.00011209953,0.00010572567,0.00011965305
VLDLR,0.00011003408,9.4144656e-05,9.872286e-05,0.00011604072,0.000121901794,9.364152e-05
NADK2,0.00010996173,0.000109898974,0.00011036429,0.00011040751,0.00011212127,0.000103532926
FAH,0.0001098797,0.00013104298,9.975936e-05,0.000102236525,9.945046e-05,0.00013824021
GYG2,0.000109815875,0.00010851602,0.00010537669,0.00010839364,0.00010989061,0.00012235128
SIRT5,0.00010978587,0.000113856084,0.00011015432,0.00010830767,0.00011308045,0.000103798775
NME6,0.00010975813,9.762166e-05,0.00010309239,0.00011214564,0.0001053703,0.00013180445
NIT2,0.000109716944,0.000113256676,0.000110770954,0.000105831525,0.000120478064,0.000102510036
ADAR,0.00010970043,0.00010898096,0.000106842606,0.000110643836,0.00011149301,0.00010494635
NEDD4,0.00010947144,0.00011836273,0.00010739137,0.00010735738,0.00010741401,0.00010996731
MTHFD2L,0.0001093941,0.00010925508,0.000110125395,0.00010935565,0.000110607754,0.00010705617
SDC1,0.000109359855,0.00011126105,0.000104760045,0.00011015737,0.000114175455,9.644711e-05
SIRT3,0.000109358654,0.000105734965,0.00010791632,0.000111439345,0.00010976881,0.0001054499
DOLK,0.000109334134,8.929706e-05,0.00011643302,0.000110337896,0.0001227858,0.000109163026
NRARP,0.00010918119,0.000108433895,0.000109817476,0.00011044659,0.00011308551,9.640661e-05
IFI16,0.00010916835,0.00011800559,0.000105649975,0.0001063324,0.000102668746,0.00012266773
NLK,0.000108961736,9.495398e-05,0.00011113518,0.000111782356,0.00011752718,0.00010170998
SIRT7,0.00010888788,0.00010392645,0.00010971605,0.00011215242,0.00010710951,0.000103730454
MFN1,0.000108866945,0.00011055044,0.0001110576,0.00010727253,0.000110187466,0.0001099565
LACC1,0.00010842324,0.00010053348,9.781036e-05,0.0001133284,0.00010382804,0.000113592294
H6PD,0.00010837525,0.000105138635,9.791616e-05,0.00010793932,9.9638404e-05,0.00013996988
ANAPC2,0.00010837501,9.9309e-05,0.00010977673,0.00011166223,0.00010879543,0.00010577527
COL4A2,0.0001083697,0.000112584945,0.00011045691,0.000106414984,0.00010771291,0.000110598216
NMNAT1,0.00010836884,0.000109905544,0.00010815428,0.00010812378,0.0001095778,0.00010484896
PIK3C2A,0.00010821686,0.00011097177,0.00010943715,0.00010730269,0.000104146755,0.00011467566
ALDH1L2,0.000107959524,0.00010249313,0.00010668296,0.00010810445,0.00011275113,0.00010882079
ME2,0.00010787042,9.446345e-05,0.00011607433,0.00011152693,0.000110361936,0.0001022039
APOE,0.00010779952,0.000101946454,9.233058e-05,0.00010612828,0.00010411857,0.00014448127
LPCAT1,0.00010751308,0.00011380657,0.000121105986,0.00010300332,0.0001128175,9.965529e-05
NUDT13,0.00010746879,0.00010729885,0.000105288615,0.0001079013,0.00010839524,0.00010544748
SIRT4,0.00010744466,0.00011161591,0.000111892514,0.00010581442,0.00010765421,0.000104795385
ALOX5,0.00010722619,0.00010621114,0.00011218969,0.0001078318,0.00010756225,0.000101711776
OPA1,0.00010718448,0.00010631048,0.00010715999,0.00010701871,0.00010612602,0.000111521316
RFXANK,0.000107167005,0.00010583017,9.7400705e-05,0.00010926944,0.000108291184,0.00010388136
ANAPC15,0.000107141255,0.0001101002,0.000113037495,0.000104631676,0.00010950333,0.000106015985
NR4A2,0.000107132946,0.00010121004,0.000107005326,0.00010945799,0.00010764446,0.0001048561
MAN1B1,0.00010704713,0.00010800696,0.000106284766,0.000107506465,0.0001029996,0.00011109259
SDC4,0.00010699415,9.959321e-05,0.00010587257,0.000108845445,0.000113878275,9.862306e-05
CLDN5,0.000106943386,0.000109019325,0.000113036716,0.00010367847,0.00011497403,0.00010054689
ITGA2B,0.00010686067,0.00010675898,0.00010632969,0.000106963016,0.000107148,0.00010637451
NNT,0.000106635656,0.000109313805,0.000103341095,0.000105942796,0.000110381254,0.0001009309
CLDN4,0.00010662306,0.000120709556,0.000104281724,0.000103857135,0.00010010476,0.00010979588
PINK1,0.00010651759,0.00010577067,0.00010500215,0.00010682364,0.00010583138,0.00010864219
DPAGT1,0.000106478554,0.000104599094,0.00011294681,0.00010428833,0.00011028474,0.00010908841
MTHFR,0.000106401276,0.000114756214,0.00010721348,0.00010201168,0.00010979973,0.00010714313
MTHFD1L,0.00010626385,9.767257e-05,0.000101362646,0.00010937456,0.0001070212,0.000107678585
CLDN11,0.00010598532,0.00010599313,0.00011499714,0.00010259124,0.00011515646,9.961999e-05
PPP1R13L,0.00010597056,0.000105797924,0.00010034485,0.00010425381,0.00010051303,0.00012912274
ANAPC13,0.000105961924,9.888949e-05,0.00010817095,0.000106147374,0.000110951456,0.000106523075
NMRK1,0.00010590876,0.00010863825,0.00010712162,0.000104868705,0.00010604149,0.00010528082
NPY5R,0.000105834224,9.006151e-05,0.000119940545,0.0001130444,0.00011251934,7.429713e-05
NUDT12,0.00010571624,9.9397555e-05,0.00010842444,0.000107699496,0.000106436135,0.000103413266
INPP4B,0.000105713014,0.00016905529,0.00010573875,9.167817e-05,8.578821e-05,0.000103036655
SIRT2,0.000105608546,0.00011029454,0.00010627269,0.000103964056,0.00010688686,0.00010290251
DTX3,0.000105541505,9.4680974e-05,9.849046e-05,0.00011070531,0.00010779552,9.932975e-05
ALDH1A2,0.000105529376,0.000109688386,0.00011050722,0.0001044908,0.0001102094,9.125909e-05
MFN2,0.000105400446,0.0001034859,0.000104854254,0.0001057374,0.000103963226,0.00011009007
DAXX,0.00010539874,0.00010689715,9.862234e-05,0.00010610565,0.0001055636,0.000103826686
PIK3C2B,0.00010537129,0.00010885775,0.00010170451,0.000105100684,0.00010228239,0.000109034496
CDC23,0.000105075844,0.00010269018,0.00010164528,0.00010297865,0.00011384138,0.00010610886
ACVR1C,0.00010506055,0.000106386855,0.000106429245,0.0001062181,0.00010630685,9.360062e-05
ANAPC5,0.000105014784,0.000108820175,0.00010227825,0.00010249666,0.0001090158,0.00010569041
GPSM1,0.00010480197,0.00011187385,9.785653e-05,0.0001025729,9.889989e-05,0.000119693665
SESN2,0.00010456253,0.00010129449,9.776864e-05,0.00010509023,9.9594996e-05,0.00012171122
PIKFYVE,0.00010454543,0.000106875035,0.00010418723,0.00010534244,9.8480086e-05,0.000107934706
CDC26,0.00010442284,0.000108149085,0.00010580424,0.00010287467,0.00010363379,0.00010620671
B2M,0.00010439672,0.00010407102,0.00011122445,0.000102546604,0.000105302526,0.00010768373
SNW1,0.00010431657,0.00010132337,0.000105111656,0.00010454386,0.00010862686,9.9836616e-05
ENTPD1,0.0001042459,9.2763614e-05,9.845845e-05,0.00010776989,9.5285424e-05,0.00012722911
HAGH,0.00010420119,0.00011769731,0.000119682474,0.00010106902,9.705534e-05,9.848257e-05
GATA4,0.00010417415,0.00010238354,0.00010335211,0.000104389495,0.00010303305,0.000108914355
C7,0.00010416545,0.00011943774,0.00012650702,9.676289e-05,0.0001224168,6.49766e-05
TXN,0.000104121595,0.000112195106,0.000115934934,9.957109e-05,0.000112164096,8.959307e-05
GLO1,0.00010401858,0.0001068381,0.00010379757,0.00010753502,9.2550974e-05,0.000102704864
SMPD1,0.00010380486,0.00010033305,0.000103252714,0.00010583231,9.86227e-05,0.00010959809
TANK,0.00010371318,9.882486e-05,0.00010431659,0.000104378334,0.00010089276,0.00011365301
FOLH1,0.000103619146,0.000103501705,9.3850766e-05,0.00010418276,9.2657516e-05,0.00012833756
MAP3K2,0.00010361159,0.000104727056,0.00010296155,0.000103200655,0.00010488526,0.00010185916
NCAM2,0.00010332491,0.00013549234,8.583917e-05,0.000102216494,9.626467e-05,7.859274e-05
GANAB,0.0001031102,0.00011001537,9.825626e-05,9.998778e-05,0.00010422034,0.00010831968
SARM1,0.00010310855,0.000100426776,0.00010348964,0.00010335923,0.00010371327,0.00010512204
PGF,0.00010306869,0.00010321903,0.00010280349,0.00010278523,0.00010203144,0.00010635005
NAPRT,0.00010294384,0.00010225214,0.00010302907,0.00010405465,0.000100891964,0.000102270875
CDC27,0.00010284499,0.00010279829,9.652256e-05,0.00010031874,0.00011029936,0.00010649223
JUND,0.00010281755,9.44156e-05,9.687922e-05,0.00010514612,0.00010336779,0.00010898979
EIF2AK4,0.00010268698,0.0001013164,0.00010228232,0.00010257574,0.00010305823,0.00010524573
GALNT16,0.000102668404,8.610082e-05,7.949133e-05,0.0001072898,0.00010527718,0.000120191864
WASF3,0.00010242046,0.000100671125,0.00010078288,0.00010058983,0.000101659774,0.00011731517
CCDC6,0.00010240017,0.0001015637,9.893837e-05,0.00010276532,0.000103371174,0.000102729304
NNMT,0.0001023839,0.00010494274,0.00010902744,0.00010202413,9.836083e-05,0.00010236024
DDO,0.0001023542,9.763302e-05,9.938327e-05,0.000104903345,9.584306e-05,0.00011190198
TPR,0.00010232598,0.00010046365,0.000101130754,0.00010296324,0.00010264909,0.00010262215
PIP4K2C,0.00010221307,9.36529e-05,0.000101883306,0.00010172852,0.000109405584,0.0001065216
NUMBL,0.000102071346,0.00011113403,9.821496e-05,9.992438e-05,0.000102338694,9.942459e-05
ITK,0.00010195443,0.00010430568,0.000103936174,0.00010289626,9.8471784e-05,9.809932e-05
SDR16C5,0.00010190092,0.00010293701,9.469616e-05,0.000103442675,0.00010004457,0.00010096705
ATP6V0E2,0.00010189574,0.00010566352,0.000105308914,9.9969795e-05,0.00010051949,0.000105128165
THOP1,0.000101864855,9.6528216e-05,7.541409e-05,9.253317e-05,8.546144e-05,0.00020785481
ANAPC10,0.00010186439,0.000101568985,0.00010026112,9.961094e-05,0.00010586294,0.00010753398
PLPP4,0.000101825775,9.795045e-05,0.00010132309,0.00010177394,9.8837176e-05,0.00011473558
ITGAV,0.00010172174,0.00010291401,0.000101244485,0.000101591875,0.000101925114,0.00010026951
NMNAT3,0.00010170364,0.00010454358,8.739242e-05,0.00010289142,9.950137e-05,0.0001052099
LIMK2,0.00010162885,0.000105367224,0.0001022862,0.000100714504,9.891501e-05,0.00010427392
ALDH1A1,0.000101405305,0.00010890775,0.00010146124,9.87793e-05,0.00010361449,9.7469405e-05
CDC16,0.00010119323,0.00010533937,9.9420744e-05,9.909816e-05,0.00010056248,0.000107005166
ANAPC1,0.000100853504,0.000109501205,0.000101742335,9.573444e-05,0.000103060964,0.00010691637
OPTN,0.00010083008,0.00010536748,0.00010154683,9.925361e-05,9.894483e-05,0.00010385328
DEGS2,0.0001008005,0.00011233154,8.594225e-05,0.00010352805,9.495725e-05,8.850424e-05
SGMS1,0.00010062069,0.00010133776,0.000101067504,9.991945e-05,9.7189244e-05,0.00010893622
TLN1,0.00010057685,9.952778e-05,0.00010070284,0.00010093189,0.00010063791,0.00010040754
TFG,0.00010057027,9.714842e-05,9.8657016e-05,0.00010183647,0.00010041104,0.00010182007
BMP8A,0.00010045236,0.000102264596,9.60477e-05,9.876542e-05,9.4311035e-05,0.00012037194
CYTH4,0.00010032979,0.000106129664,0.000100743295,9.955076e-05,9.286873e-05,0.00010765468
ALG11,0.00010015949,9.449532e-05,9.504768e-05,0.00010112869,9.6331576e-05,0.00011592715
PTPRC,0.00010004629,0.000101464764,0.000106611056,9.8783115e-05,9.9834644e-05,9.958374e-05
ITGA5,9.985985e-05,0.00010080628,9.79772e-05,9.83882e-05,0.00010103434,0.00010483951
TBC1D4,9.966708e-05,0.00010029505,9.743124e-05,9.979623e-05,9.925375e-05,0.00010030609
PML,9.965768e-05,0.000106711406,9.831303e-05,9.742833e-05,9.810085e-05,0.000102480735
TRAF1,9.9635676e-05,0.00012220794,0.00010481545,9.858393e-05,7.917047e-05,9.969138e-05
OPRD1,9.9621895e-05,9.655791e-05,9.638711e-05,9.9406134e-05,9.8597986e-05,0.000110295194
C4BPB,9.954037e-05,9.721258e-05,9.724553e-05,9.984726e-05,9.643769e-05,0.000109451255
RDH11,9.953464e-05,8.97702e-05,0.00010741877,0.00010022002,0.00011004812,8.792678e-05
TLN2,9.9460376e-05,9.86102e-05,9.873145e-05,9.96674e-05,9.9018805e-05,0.00010124196
ARNT,9.944138e-05,9.910517e-05,0.0001015933,9.92084e-05,9.9567726e-05,9.940951e-05
AQP1,9.941241e-05,9.662657e-05,0.00010842654,9.910035e-05,0.00010634469,8.648329e-05
ALG12,9.940667e-05,9.3267656e-05,9.327793e-05,9.912308e-05,0.000103528604,0.000108365704
AGPAT4,9.9377765e-05,9.325633e-05,0.00010195277,9.9912875e-05,0.00010265354,9.9418605e-05
TPM3,9.935057e-05,9.64928e-05,9.7686745e-05,0.00010028388,9.8367855e-05,0.000102641774
APOC1,9.934711e-05,9.6575284e-05,7.2245035e-05,9.9722e-05,8.1688e-05,0.00015461328
VAPA,9.9321034e-05,0.00010245223,0.0001040089,9.7600045e-05,9.211402e-05,0.00011248539
ATP6V0E1,9.915696e-05,0.000102483704,9.8547716e-05,9.768969e-05,9.771664e-05,0.00010387792
PKIA,9.914416e-05,8.945265e-05,9.121573e-05,0.00010544744,0.00010052007,8.7396125e-05
LAMC2,9.913429e-05,0.00011158484,9.321299e-05,9.491486e-05,9.157205e-05,0.00011703312
RBL2,9.903245e-05,0.000106858584,0.000103290084,9.88613e-05,9.137401e-05,9.73287e-05
AMH,9.8995646e-05,0.000100573954,9.713907e-05,9.7596705e-05,9.6162046e-05,0.000109900815
CYTH1,9.895255e-05,0.00010983415,9.902039e-05,9.614652e-05,9.536731e-05,0.000100743186
CYP26B1,9.895186e-05,8.864608e-05,0.0001010064,0.000101514,0.00010226633,9.63495e-05
SMG7,9.8879245e-05,9.9774676e-05,0.000100577956,9.9264915e-05,0.00010883191,7.572827e-05
CLDN1,9.881622e-05,0.000111032925,0.00010535693,9.154629e-05,9.741107e-05,0.00011210665
IL18R1,9.874681e-05,9.238817e-05,9.4778574e-05,9.861398e-05,0.00010760321,9.700281e-05
INPP1,9.864004e-05,9.1183414e-05,0.00011333688,9.694012e-05,0.00011124372,8.625294e-05
PIM1,9.862481e-05,9.594325e-05,9.744255e-05,9.91222e-05,9.786994e-05,0.00010304077
TAB2,9.848321e-05,9.509402e-05,9.775849e-05,9.9164885e-05,9.567401e-05,0.000106668915
PRCP,9.8352095e-05,9.609028e-05,8.897147e-05,8.980672e-05,8.0189566e-05,0.00018587578
NUMB,9.833531e-05,9.442165e-05,0.000101081365,9.8256445e-05,9.999023e-05,0.0001005036
APELA,9.831727e-05,0.000109078894,8.091613e-05,9.181831e-05,9.599277e-05,0.00012932305
NTRK3,9.8223085e-05,9.819755e-05,8.8894594e-05,9.968174e-05,9.028656e-05,0.00011234495
CCL20,9.818417e-05,0.000118544354,0.00010723738,9.2703114e-05,9.510568e-05,8.951022e-05
MGAT5,9.8082826e-05,0.00011014103,9.192106e-05,9.606335e-05,8.81448e-05,0.00011011821
RASGRP3,9.805637e-05,0.00010591401,9.6841664e-05,9.522209e-05,9.4214214e-05,0.00010666739
F2RL3,9.803533e-05,9.3254755e-05,9.481731e-05,9.814299e-05,9.2440365e-05,0.00011850924
LAMA4,9.802559e-05,9.552814e-05,9.8774275e-05,9.6246564e-05,9.672589e-05,0.000113229944
TTF1,9.7939046e-05,9.643893e-05,9.528843e-05,9.8411634e-05,9.542177e-05,0.00010474606
LY96,9.789447e-05,9.78499e-05,9.390911e-05,9.831127e-05,9.6167416e-05,0.000101952275
CSN2,9.786632e-05,9.426906e-05,9.34019e-05,9.891887e-05,9.402763e-05,0.00010915781
ANAPC16,9.785227e-05,9.601317e-05,9.721967e-05,9.649971e-05,9.820181e-05,0.000107704946
GCNT4,9.775544e-05,8.416429e-05,8.221284e-05,0.0001008612,9.515139e-05,0.00012185157
PIP4K2B,9.769386e-05,9.761702e-05,0.00010697861,9.6402415e-05,9.468629e-05,0.00010317811
CFD,9.758144e-05,0.00010766735,0.00010944369,9.9864716e-05,9.94414e-05,5.641172e-05
PYCR1,9.7499345e-05,9.897285e-05,0.000101732054,9.850468e-05,0.00010049026,8.124695e-05
MAD2L2,9.747687e-05,0.00010620722,0.0001026006,9.583855e-05,9.926287e-05,8.351385e-05
GALNT12,9.7443255e-05,0.00011121374,0.000103219674,9.040124e-05,9.043866e-05,0.00011778409
ADAM10,9.743267e-05,9.829327e-05,9.588479e-05,9.6050055e-05,9.023359e-05,0.00011735732
GRPR,9.734221e-05,0.00014814468,0.00013023058,8.08579e-05,8.115154e-05,9.815071e-05
ALG5,9.727966e-05,9.106124e-05,9.2129376e-05,9.848798e-05,9.4647825e-05,0.00011061956
ALG2,9.712598e-05,9.016763e-05,9.4956486e-05,9.786414e-05,9.483462e-05,0.00011133989
BMP6,9.708843e-05,9.1982874e-05,0.00010115442,9.761175e-05,0.00010771954,8.0731465e-05
TNFRSF14,9.696355e-05,9.402959e-05,8.994802e-05,9.8787874e-05,9.180794e-05,0.00010748636
CDH5,9.690918e-05,0.000103621554,9.2090864e-05,9.1989634e-05,9.3973096e-05,0.00011899322
SMG5,9.6891315e-05,0.00010789362,9.5700605e-05,9.68213e-05,9.8521086e-05,7.591373e-05
LAMC3,9.688702e-05,9.8938384e-05,9.333688e-05,9.5344076e-05,9.313316e-05,0.00011062593
PARP1,9.682968e-05,9.8310156e-05,9.980066e-05,9.5750744e-05,0.00010580143,8.0949816e-05
TSPO,9.677749e-05,7.5559175e-05,8.926682e-05,9.936168e-05,0.00010132702,0.00011774547
LAMB3,9.67396e-05,0.00010555306,9.195175e-05,9.288145e-05,8.991548e-05,0.00011696615
INHBA,9.663495e-05,9.7455246e-05,9.689149e-05,9.85965e-05,9.7113334e-05,8.4221705e-05
DDX41,9.654008e-05,9.063594e-05,9.5826166e-05,9.741515e-05,0.00010413016,8.889034e-05
MTHFD2,9.6331525e-05,9.7929216e-05,9.5878815e-05,9.289919e-05,9.773526e-05,0.00010862234
HRH2,9.631555e-05,9.5383955e-05,8.565081e-05,9.50337e-05,9.7891796e-05,0.000109241075
RFXAP,9.629828e-05,8.785886e-05,9.601497e-05,9.7818156e-05,9.52879e-05,0.000105405736
CD55,9.6270254e-05,8.1471095e-05,8.888515e-05,9.7973585e-05,9.57331e-05,0.00011981592
OSBPL5,9.624835e-05,0.00011051572,8.5910775e-05,8.9479814e-05,9.480101e-05,0.00011575703
PIP4K2A,9.615554e-05,9.52506e-05,9.2314156e-05,9.644548e-05,9.294794e-05,0.0001049882
ANAPC4,9.6130214e-05,9.580412e-05,8.884738e-05,9.4965275e-05,9.5801115e-05,0.000108478744
CDA,9.60745e-05,9.333491e-05,9.141679e-05,9.163854e-05,7.8090256e-05,0.00015990852
MEF2D,9.6073396e-05,0.00010183049,0.00010077561,9.2905575e-05,9.593045e-05,9.889595e-05
DAZAP1,9.6069285e-05,0.0001086311,0.000100201294,9.5499774e-05,9.4454976e-05,7.7034805e-05
RDH16,9.600644e-05,9.057203e-05,0.00010250491,9.9209174e-05,9.5518306e-05,8.548415e-05
LAMA3,9.589527e-05,8.8952125e-05,8.808435e-05,9.477615e-05,9.785315e-05,0.000115702445
LRAT,9.584742e-05,9.160782e-05,9.433034e-05,9.4457566e-05,9.900264e-05,0.000105527
NTRK2,9.583619e-05,9.548927e-05,9.5172356e-05,9.487337e-05,9.4832736e-05,0.00010364416
ENTPD5,9.569529e-05,8.650084e-05,8.427624e-05,0.0001024714,8.159083e-05,0.00011185735
LDLRAP1,9.568828e-05,0.00010066576,8.2794926e-05,9.251754e-05,9.513212e-05,0.00011341815
MSI2,9.5564836e-05,6.7431894e-05,8.891631e-05,0.00010681266,0.000105182946,7.4808406e-05
EHMT1,9.549321e-05,9.936792e-05,9.300435e-05,9.4436204e-05,9.143619e-05,0.000103388724
SPEN,9.541763e-05,9.525155e-05,9.507941e-05,9.431317e-05,9.585738e-05,0.00010072038
LRPAP1,9.535597e-05,9.9883626e-05,9.9167395e-05,9.109062e-05,9.066499e-05,0.00011492616
EFNA3,9.5073e-05,9.69545e-05,0.00010000416,9.448197e-05,9.354204e-05,9.403242e-05
DNMT1,9.504835e-05,0.0001247185,8.725423e-05,8.291037e-05,0.00010987659,8.288853e-05
P4HA3,9.493496e-05,8.903886e-05,9.5784686e-05,9.936543e-05,9.5205774e-05,8.170934e-05
EFNA5,9.488224e-05,9.1753616e-05,9.4293464e-05,9.5815514e-05,9.707354e-05,9.199525e-05
DIAPH1,9.479798e-05,9.418125e-05,9.4619245e-05,9.462436e-05,9.353311e-05,9.9219775e-05
MTMR7,9.469442e-05,9.410148e-05,9.7293676e-05,9.552283e-05,9.511989e-05,8.886911e-05
AURKA,9.464496e-05,9.289381e-05,9.246691e-05,0.00010118819,8.7401306e-05,7.9612284e-05
TTF2,9.460225e-05,8.4333275e-05,9.182843e-05,9.863561e-05,8.7969274e-05,0.000106405685
ALDH1A3,9.458823e-05,8.7103195e-05,8.7924454e-05,9.428103e-05,0.00010301295,9.844332e-05
EDARADD,9.446916e-05,0.00013580063,9.21696e-05,8.560889e-05,8.787296e-05,8.105439e-05
CLDN6,9.4264826e-05,0.00011933607,9.917837e-05,8.758642e-05,8.631478e-05,9.544167e-05
SEC13,9.424037e-05,9.234409e-05,9.323041e-05,9.506959e-05,9.4953466e-05,9.277017e-05
CLDN12,9.4201285e-05,7.76555e-05,8.355819e-05,9.917892e-05,9.792241e-05,9.8734825e-05
ALG9,9.401511e-05,9.2697854e-05,9.130184e-05,9.37064e-05,8.664571e-05,0.00011346941
NFYC,9.39409e-05,8.737233e-05,9.169782e-05,9.541106e-05,9.19961e-05,0.00010318878
ANGPT2,9.393483e-05,9.3150615e-05,8.9655274e-05,9.39294e-05,9.3648654e-05,9.896423e-05
GABRE,9.390318e-05,8.018257e-05,8.715343e-05,0.00010168124,0.00010118638,6.9947084e-05
MBOAT1,9.3873794e-05,9.5771495e-05,0.00010419484,9.197135e-05,8.962404e-05,0.00010054936
DTX4,9.38582e-05,0.0001018116,0.00010517888,8.960257e-05,9.0619375e-05,9.927256e-05
QPRT,9.3837654e-05,9.484918e-05,7.484415e-05,9.618536e-05,9.217819e-05,9.706387e-05
EFNA4,9.380843e-05,9.6620846e-05,9.5144234e-05,9.343805e-05,9.1590286e-05,9.390991e-05
KLF2,9.361953e-05,9.740376e-05,9.296975e-05,9.228531e-05,9.331715e-05,9.479505e-05
CHIT1,9.354707e-05,9.423926e-05,8.9733636e-05,9.3366514e-05,9.395273e-05,9.526964e-05
AVPR1A,9.3480005e-05,9.370276e-05,8.970972e-05,9.363831e-05,9.223106e-05,9.733767e-05
MKNK2,9.346855e-05,0.00010189054,8.930918e-05,9.045797e-05,8.995316e-05,0.00010351883
GABRA2,9.342779e-05,0.00010332177,9.719985e-05,9.19013e-05,9.784871e-05,7.297918e-05
DHRS9,9.326527e-05,9.8639e-05,8.903716e-05,9.1746544e-05,9.1899245e-05,9.7166405e-05
SERPINB9,9.316754e-05,9.3865136e-05,9.327167e-05,9.321225e-05,8.9576184e-05,9.829253e-05
SGPP2,9.311223e-05,8.365841e-05,8.652008e-05,9.7244214e-05,9.425085e-05,9.139231e-05
MKNK1,9.2940885e-05,9.021482e-05,9.015767e-05,9.338449e-05,9.057652e-05,0.00010184482
AGPAT3,9.287667e-05,9.2333554e-05,9.19235e-05,9.3042814e-05,9.0178764e-05,9.86657e-05
AGPAT5,9.2863265e-05,9.075419e-05,9.3428745e-05,9.283157e-05,9.11403e-05,9.94765e-05
GSPT1,9.2861585e-05,7.776938e-05,9.5007534e-05,9.752155e-05,0.00010231594,7.658119e-05
EPHA2,9.276141e-05,8.942363e-05,9.115633e-05,9.335419e-05,9.546158e-05,9.175575e-05
NXT1,9.275439e-05,0.00010566854,9.218212e-05,9.114257e-05,9.269205e-05,7.891502e-05
GABRP,9.270748e-05,6.0728627e-05,0.00010392421,0.000101436366,0.000105671636,7.2233466e-05
GPAT4,9.2668706e-05,9.213173e-05,9.319997e-05,9.251023e-05,9.0145906e-05,9.868638e-05
EFNA1,9.253967e-05,9.378294e-05,9.000255e-05,9.31769e-05,9.09099e-05,9.200783e-05
CLDN23,9.253909e-05,0.00011528103,8.6989676e-05,8.7082786e-05,8.570262e-05,9.713448e-05
MBOAT2,9.2465736e-05,9.104032e-05,9.113951e-05,9.2257476e-05,8.968334e-05,0.000102112586
MMP14,9.244867e-05,9.4592324e-05,9.319985e-05,9.355586e-05,9.125996e-05,8.4770254e-05
PLPP5,9.229599e-05,9.1704125e-05,9.177055e-05,9.179396e-05,9.0328416e-05,9.988494e-05
GALNT17,9.225205e-05,9.656805e-05,8.574774e-05,8.9801906e-05,8.293917e-05,0.00011905274
TK2,9.204302e-05,0.00010648096,9.106174e-05,8.694003e-05,8.294707e-05,0.0001101938
FBXO5,9.201789e-05,8.510397e-05,8.820398e-05,9.7251876e-05,8.4785665e-05,9.3767594e-05
RDH13,9.200765e-05,8.698707e-05,9.721113e-05,9.369465e-05,9.030144e-05,9.1615475e-05
PYCR3,9.198771e-05,9.238631e-05,9.282728e-05,9.138696e-05,9.771735e-05,8.312314e-05
ST6GALNAC1,9.1689515e-05,8.146442e-05,0.00010156458,8.97426e-05,8.612065e-05,0.0001224869
LCLAT1,9.167666e-05,8.932165e-05,9.049793e-05,9.20194e-05,8.9377594e-05,9.9157056e-05
CAMP,9.1672824e-05,8.278648e-05,0.000104993924,9.62753e-05,9.827552e-05,6.202991e-05
CALCRL,9.15074e-05,0.00010461164,8.838842e-05,8.703482e-05,9.103351e-05,9.4401614e-05
PNLIPRP3,9.148803e-05,9.136614e-05,8.281661e-05,9.354653e-05,9.33058e-05,8.422868e-05
