labels,global,basal,her2,lumA,lumB,norm
P4HA2,0.00010303778,0.00010467866,9.878686e-05,0.000104764775,0.0001063721,8.836767e-05
PAFAH2,0.00010301919,9.5623414e-05,0.00010998547,0.00010461442,0.000106739244,9.591731e-05
ACOT4,0.00010301088,0.0001878002,9.422918e-05,7.360993e-05,7.892478e-05,0.00015468002
ETS1,0.00010298973,9.701614e-05,9.269113e-05,0.000107732485,8.980521e-05,0.00012129738
TYMP,0.000102988815,9.870945e-05,9.410875e-05,9.95852e-05,0.00010484322,0.00013066255
NDUFA5,0.000102975064,0.00011525395,0.000111282876,9.698427e-05,9.744942e-05,0.0001160316
NDUFB7,0.00010294328,9.882092e-05,9.453971e-05,0.000100509606,0.0001051498,0.0001244446
ITK,0.0001028208,0.000105945204,9.111306e-05,0.00010468068,0.00010362912,9.4976145e-05
ALG2,0.00010281563,0.00010935834,0.00010035904,0.000102542,9.6885364e-05,0.000105542385
AK9,0.00010276867,0.000102455764,0.00010325238,0.00010306167,0.00010378848,9.959588e-05
NMNAT3,0.00010275044,0.000105916515,0.00011258209,0.00010197533,0.000102700855,9.4104114e-05
ENTPD4,0.00010273516,0.0001033627,0.000102583836,0.00010213364,0.00010534504,9.9962155e-05
NUDT2,0.00010272641,0.00010425954,0.0001025008,0.000102119426,0.00010449846,0.000100007725
TLN1,0.00010266001,0.000104015715,0.000102636855,0.00010285638,0.00010287528,9.892325e-05
PRKD1,0.000102573,9.230391e-05,0.00010397705,9.766476e-05,9.187118e-05,0.00016405221
NUDT12,0.00010250642,0.000114391754,0.000104677325,9.8950484e-05,9.974822e-05,0.000103280756
MFN2,0.00010248376,0.00010105358,0.000102548496,0.0001022804,0.00010286826,0.00010524656
LY96,0.00010238399,0.00010279996,0.00010179355,0.00010299506,0.00010384502,9.629691e-05
AGPAT4,0.000102218575,7.474953e-05,0.00011317709,0.000107459775,0.00012158541,7.9851096e-05
NDUFB9,0.00010212007,9.92798e-05,9.3707196e-05,0.000101180834,9.7410644e-05,0.00012663334
CHRNA6,0.00010208028,0.000120346784,0.00010415897,9.335311e-05,0.000102241866,0.0001125268
GALNT18,0.000101931626,7.7023506e-05,0.00011274445,0.00010200822,0.00010986678,0.00012244476
TRAF1,0.000101916514,9.720517e-05,9.913313e-05,0.00010255397,0.000104224746,0.00010465982
NNT,0.000101896214,9.954874e-05,0.00010612695,0.00010195002,0.00010019361,0.00010579628
CHRNB1,0.000101693964,0.000109584,8.9904235e-05,0.000102090264,0.00010180555,9.428573e-05
MTHFR,0.000101650774,0.00014069227,0.00010663375,8.2554696e-05,0.00011671642,9.860102e-05
PTPRC,0.00010156194,0.00010310563,0.0001039047,0.000100327234,0.000105130086,9.681053e-05
PGF,0.000101480095,0.00010195119,0.000101978796,9.986717e-05,0.000103089886,0.000105470346
NDUFS5,0.00010129425,9.055538e-05,9.3384195e-05,0.00010408425,0.000100810204,0.000112552916
NAPRT,0.00010128271,9.964409e-05,0.00010128487,0.00010082268,0.000102086924,0.00010497415
ENTPD6,0.00010127864,0.00010048476,0.00010103084,0.00010188819,0.000101245845,9.9823585e-05
AZIN2,0.00010122023,0.00010137124,9.082623e-05,0.00010435521,0.00010647515,8.293777e-05
NDUFA12,0.000101202095,9.618833e-05,9.066433e-05,0.00010322435,9.0318135e-05,0.00012750179
GALNT11,0.00010118544,0.000100744524,0.000122516,9.99206e-05,0.00010282017,8.984248e-05
NDUFA4,0.00010110469,9.779055e-05,9.1899754e-05,0.000102267906,9.332242e-05,0.0001220783
ATP6V0E1,0.00010096029,9.974112e-05,9.8557575e-05,0.00010150192,9.8537006e-05,0.0001065746
TEAD4,0.00010074213,4.514531e-05,4.0693165e-05,8.7720575e-05,7.0710885e-05,0.000362587
MKNK1,0.00010067269,9.97425e-05,9.404763e-05,0.00010163356,9.919968e-05,0.00010497098
CLDN10,0.00010065534,0.00015125389,0.00011667861,8.52293e-05,8.097682e-05,0.00011516255
DCK,0.00010064259,0.00010005709,0.00010015558,0.00010241855,9.715217e-05,9.949802e-05
DNMT3B,0.000100506906,0.00015079905,0.00019776954,7.007987e-05,0.000106385094,8.512813e-05
PAFAH1B1,0.000100482845,0.00010270822,9.499342e-05,9.941262e-05,0.00010485578,9.79066e-05
NDUFA6,0.00010036958,8.979632e-05,8.290396e-05,0.000105518564,9.139305e-05,0.000122060905
EDA,0.00010033141,0.00010147067,8.8458604e-05,9.656225e-05,9.811538e-05,0.0001301052
ADAR,0.000100312995,9.962454e-05,0.00010287161,0.0001001928,9.341869e-05,0.00011301548
NDUFB5,0.0001002274,9.743923e-05,9.610221e-05,0.00010272377,9.111024e-05,0.000112329544
HSD11B2,0.0001002204,0.00010005894,0.00010143674,0.00010024861,9.538362e-05,0.000108422704
INPP1,0.00010015028,9.7782846e-05,0.00010521845,0.0001002222,0.00010850604,8.478174e-05
VLDLR,0.00010006652,9.540605e-05,9.811894e-05,0.000102582475,0.00010485481,8.8034576e-05
TLN2,0.00010003561,9.986456e-05,9.856641e-05,0.00010085505,9.981142e-05,9.767404e-05
ALDH1A3,9.999083e-05,0.00010102204,0.00010281776,0.000100845034,9.950544e-05,9.272383e-05
MUC5B,9.99216e-05,0.000115380775,9.813439e-05,9.759426e-05,0.00011072387,6.604783e-05
EIF2AK4,9.986236e-05,9.8117096e-05,9.831241e-05,0.00010085768,9.743338e-05,0.00010349269
DGKQ,9.981419e-05,0.00011596521,0.00010985028,8.675751e-05,9.381617e-05,0.00014144449
RASGRP3,9.979591e-05,9.927342e-05,9.6719195e-05,0.000100337056,9.701454e-05,0.00010534901
ARC,9.964721e-05,9.974296e-05,0.00011069385,0.00010024708,0.000103577455,8.116401e-05
SIRT4,9.956476e-05,9.681082e-05,9.71953e-05,0.00010061524,0.00010012214,9.974593e-05
SGMS1,9.9528384e-05,0.000107976135,9.334031e-05,9.860208e-05,9.49706e-05,0.000102401595
ACADVL,9.940882e-05,0.00010095101,0.00010310495,9.857706e-05,0.00010260114,9.233676e-05
NMRK1,9.937172e-05,0.000101046026,0.000101279984,9.821418e-05,0.00010202744,9.600613e-05
NDUFS6,9.933535e-05,9.482978e-05,8.7165856e-05,9.48027e-05,9.6889795e-05,0.0001434488
PIP4K2C,9.920773e-05,0.0001051837,9.8591554e-05,9.829446e-05,8.946573e-05,0.00011186931
SIRT3,9.906421e-05,0.000110106244,0.00010441481,9.5139236e-05,9.869345e-05,9.645049e-05
NDUFC1,9.904093e-05,0.000105180785,9.5969546e-05,9.642954e-05,9.288284e-05,0.00011515086
CYP26B1,9.9021505e-05,0.000102218684,0.00010104791,9.901813e-05,0.00010036763,8.950477e-05
NDUFA10,9.898209e-05,0.00011339046,0.00010246193,9.472575e-05,9.422872e-05,0.00010163766
TMEM86B,9.896475e-05,0.000103469996,0.00010052341,9.8425895e-05,9.981674e-05,9.112684e-05
NDUFA1,9.892299e-05,9.1730646e-05,8.8930705e-05,9.94508e-05,9.4234616e-05,0.00012471751
GANAB,9.891127e-05,8.938186e-05,9.4052186e-05,0.00010312725,9.2917435e-05,0.000108833076
DHRS9,9.874049e-05,9.8864446e-05,0.000103234364,9.914866e-05,9.9697325e-05,9.143042e-05
NDUFV3,9.870005e-05,9.568187e-05,9.8844306e-05,0.00010047064,9.447468e-05,0.00010272506
ALOX5,9.8690805e-05,0.00010235663,9.542159e-05,9.774852e-05,9.870675e-05,9.940511e-05
SAT1,9.868528e-05,0.00010287897,9.570691e-05,9.9897276e-05,9.706193e-05,9.041323e-05
NUDT13,9.867413e-05,0.00010310499,0.00010226346,9.716767e-05,9.739716e-05,9.831912e-05
NDUFA2,9.8598546e-05,0.000114500544,9.2705064e-05,9.1583075e-05,9.100807e-05,0.00012464117
SULT2B1,9.851031e-05,0.000109467066,9.421431e-05,9.76963e-05,9.118713e-05,0.00010018342
P4HA1,9.847923e-05,0.000100049496,9.6012e-05,0.000102409846,9.6477364e-05,8.137292e-05
LRAT,9.836224e-05,9.361637e-05,0.00010072553,0.00010071507,9.894343e-05,9.195714e-05
ALDH1A1,9.8280754e-05,9.595858e-05,0.000100075515,9.970902e-05,9.9494224e-05,9.156561e-05
PLPP4,9.825983e-05,8.477902e-05,9.70028e-05,9.63373e-05,9.618414e-05,0.00013622835
DPAGT1,9.8225755e-05,9.394975e-05,8.9811634e-05,0.000101237136,9.2275e-05,0.00010757575
CANT1,9.812023e-05,0.00010098256,0.00010045486,9.508247e-05,0.00010259972,9.850142e-05
RDH10,9.797089e-05,7.6165954e-05,9.4729985e-05,0.00010242677,0.00010515455,0.000102534636
CPT2,9.783736e-05,9.885427e-05,9.761008e-05,9.7311255e-05,9.4906885e-05,0.0001043077
S100A7A,9.780023e-05,0.000107990854,0.0002027242,8.791439e-05,8.521786e-05,7.7120254e-05
NADK2,9.774505e-05,0.00010086989,9.853474e-05,9.651756e-05,9.61448e-05,0.00010088718
ITGAV,9.771661e-05,9.760295e-05,9.879184e-05,9.741004e-05,9.7258046e-05,9.953209e-05
EFNA3,9.7524135e-05,9.934252e-05,0.0001020625,9.718999e-05,9.637353e-05,9.487741e-05
NDUFB6,9.7498785e-05,9.16809e-05,9.8021585e-05,9.6894706e-05,9.362529e-05,0.000117479045
NDUFB10,9.749427e-05,0.000103034836,8.738577e-05,9.295525e-05,8.9196175e-05,0.00013345407
IMPA2,9.747673e-05,8.77127e-05,9.6443604e-05,0.00010260886,9.335249e-05,9.6943026e-05
EHMT1,9.739181e-05,7.2844996e-05,9.4245166e-05,0.00010840298,9.130073e-05,9.8094555e-05
NMNAT1,9.736566e-05,9.835578e-05,9.85516e-05,9.684254e-05,9.7882934e-05,9.6466276e-05
NECTIN2,9.724914e-05,9.249387e-05,0.0001049205,0.00010159201,0.00010336432,6.67174e-05
SESN1,9.71612e-05,8.346436e-05,9.6966396e-05,0.00010028193,9.2397226e-05,0.00011422202
RFNG,9.715855e-05,9.149366e-05,0.0001185664,9.521401e-05,8.879482e-05,0.00011679492
EFNA4,9.715627e-05,0.000103517756,0.00010310538,9.572428e-05,9.486431e-05,9.322365e-05
PAFAH1B3,9.711749e-05,9.8961034e-05,0.000103929306,9.661971e-05,0.000101493904,8.338137e-05
ALG6,9.710766e-05,8.939691e-05,9.53409e-05,9.885458e-05,9.237639e-05,0.00011175581
CLDN15,9.703083e-05,9.170965e-05,9.1238544e-05,9.932515e-05,9.3186645e-05,0.000106026986
BMP2,9.700981e-05,0.00012558371,8.281159e-05,8.2647864e-05,8.0570084e-05,0.0001604765
GSPT2,9.699404e-05,9.089638e-05,0.00011146766,9.710269e-05,0.00010827418,7.570929e-05
GDPD1,9.69558e-05,9.282558e-05,9.894459e-05,9.883209e-05,0.00010080398,8.611372e-05
NIT2,9.688521e-05,9.444193e-05,9.583263e-05,9.7575685e-05,8.949285e-05,0.00011209218
NDUFB4,9.681061e-05,9.491908e-05,8.527487e-05,9.585489e-05,8.796952e-05,0.00012966106
TK1,9.6777774e-05,9.5311676e-05,9.379316e-05,9.057635e-05,9.647599e-05,0.0001333944
ALDH1A2,9.674985e-05,9.54765e-05,9.749924e-05,9.746899e-05,9.628318e-05,9.5655516e-05
NDUFS8,9.674283e-05,9.002623e-05,9.375104e-05,9.4892705e-05,9.5537034e-05,0.00012220198
NDUFA8,9.671733e-05,9.396245e-05,8.4276195e-05,9.609767e-05,8.882742e-05,0.00012827232
GALNT10,9.670102e-05,0.00015007738,8.716105e-05,7.775002e-05,8.7625725e-05,0.00012311568
TXN,9.662329e-05,0.0001044882,0.00010950793,9.230652e-05,0.0001026155,8.429285e-05
NANS,9.662202e-05,6.193495e-05,0.00010810938,0.00010827273,0.000111367954,6.261238e-05
GALNT1,9.656219e-05,9.0387075e-05,9.291435e-05,9.8004646e-05,8.692098e-05,0.00012051833
NDUFA3,9.645774e-05,0.000100534635,9.075212e-05,9.319926e-05,9.02886e-05,0.00012136656
SIRT7,9.645071e-05,9.6066266e-05,9.594221e-05,9.504379e-05,9.76168e-05,0.000102442915
ATIC,9.640833e-05,0.00010267341,8.553047e-05,9.26685e-05,7.9028185e-05,0.00014442255
MTHFD1L,9.6340205e-05,2.5940573e-05,8.213284e-05,0.00011504857,0.00010950226,0.00011050271
GPSM1,9.622388e-05,8.739098e-05,0.00010113311,9.184317e-05,0.00010058005,0.00012213949
MTMR7,9.618966e-05,9.508889e-05,0.000102377475,9.748546e-05,9.173752e-05,9.530543e-05
DNM2,9.6184645e-05,9.413814e-05,9.482969e-05,9.674342e-05,9.855367e-05,9.353096e-05
MEF2D,9.60137e-05,9.155691e-05,9.20034e-05,9.889175e-05,9.497895e-05,9.40641e-05
MAN1B1,9.583758e-05,9.245382e-05,9.294766e-05,9.3867246e-05,9.459176e-05,0.00011609414
SIRT5,9.583004e-05,9.548593e-05,9.766961e-05,9.6112395e-05,9.5647774e-05,9.4004914e-05
SIK1,9.5759446e-05,8.033594e-05,0.00010262046,9.574117e-05,0.00010177994,0.000106625994
NDUFB3,9.574983e-05,9.184804e-05,8.234954e-05,9.611011e-05,8.623277e-05,0.00012805803
SERPINB9,9.5583106e-05,7.826077e-05,9.834976e-05,0.000100701574,0.00010139041,8.716984e-05
TNXB,9.546777e-05,9.157242e-05,8.879668e-05,9.812934e-05,9.46997e-05,9.507152e-05
RCHY1,9.542288e-05,9.630414e-05,9.638107e-05,9.502419e-05,9.693447e-05,9.2409966e-05
EFNA1,9.5337724e-05,9.8548866e-05,9.4197254e-05,9.597789e-05,9.3349314e-05,9.100989e-05
NADSYN1,9.525081e-05,9.522342e-05,9.619413e-05,9.403314e-05,9.541383e-05,0.00010046622
RHOG,9.50858e-05,9.1015514e-05,9.974701e-05,9.50178e-05,9.868551e-05,9.248547e-05
OAT,9.507614e-05,0.00010123015,9.678877e-05,9.432329e-05,9.348743e-05,8.984706e-05
SAT2,9.5039584e-05,9.815175e-05,8.945343e-05,9.380726e-05,9.163186e-05,0.00010619768
CYP27C1,9.495228e-05,6.8212474e-05,9.711819e-05,0.000100545265,0.00010083234,0.00010086092
SIRT2,9.494576e-05,9.39052e-05,9.665197e-05,9.519411e-05,9.6054035e-05,9.221732e-05
DOLK,9.4885894e-05,0.000104927945,8.400965e-05,9.292773e-05,8.730485e-05,0.000109187255
NR4A2,9.4762356e-05,6.665275e-05,7.404176e-05,0.00010439612,9.111058e-05,0.0001168772
CCL13,9.463555e-05,0.00011936724,0.00010569201,8.2160994e-05,8.986812e-05,0.00011534877
PPT2,9.4592084e-05,9.787906e-05,0.00012788607,9.110652e-05,9.624888e-05,7.925026e-05
PNLIPRP3,9.439711e-05,9.393676e-05,7.660403e-05,9.477139e-05,9.494532e-05,0.000105206695
TPM3,9.4238574e-05,9.686164e-05,8.9766276e-05,8.811231e-05,9.74426e-05,0.000117941716
ACER2,9.4147326e-05,0.00012914622,0.000113716575,8.549029e-05,8.407134e-05,8.131093e-05
NDUFS2,9.406301e-05,8.732044e-05,8.92227e-05,9.213273e-05,8.8709065e-05,0.00012898624
ARNT,9.403509e-05,9.407794e-05,9.135976e-05,9.373435e-05,9.2753624e-05,9.979152e-05
NADK,9.400643e-05,9.356761e-05,9.272795e-05,9.3912226e-05,9.4300216e-05,9.563087e-05
RDH5,9.3977425e-05,9.4530886e-05,9.461898e-05,9.480543e-05,9.555084e-05,8.545358e-05
IL34,9.393235e-05,0.00013601175,7.3963405e-05,8.3641266e-05,6.187549e-05,0.00014635651
TBC1D4,9.3790935e-05,8.586436e-05,9.4971736e-05,9.428304e-05,9.352717e-05,0.00010475446
NCF1,9.372327e-05,8.781004e-05,9.256414e-05,9.591495e-05,9.59727e-05,8.9638525e-05
EFNA5,9.3673356e-05,9.7566204e-05,9.200385e-05,9.3094146e-05,9.256937e-05,9.306749e-05
PIM1,9.359314e-05,0.000113236194,9.496675e-05,8.918268e-05,8.5410946e-05,9.577086e-05
CCL21,9.357204e-05,9.15493e-05,9.0987895e-05,9.161339e-05,7.895837e-05,0.00013590005
C1GALT1C1,9.3507275e-05,9.34226e-05,0.00010060077,9.188515e-05,8.320358e-05,0.00011576216
MGAT4B,9.3423434e-05,8.557691e-05,9.329354e-05,9.4194475e-05,8.794964e-05,0.00011342523
TEAD3,9.3340976e-05,7.07325e-05,6.002293e-05,9.5614116e-05,8.318857e-05,0.0001642239
NDUFB2,9.330056e-05,8.9145426e-05,8.981829e-05,9.266217e-05,8.878476e-05,0.00011464973
HACD3,9.312465e-05,0.00013658708,7.762204e-05,7.6772885e-05,7.3006486e-05,0.00014843988
NDUFS3,9.3004106e-05,8.847567e-05,9.104244e-05,9.25988e-05,8.709522e-05,0.0001152986
GALNT2,9.296945e-05,7.130953e-05,9.777074e-05,9.064893e-05,9.936963e-05,0.0001271347
GNE,9.2711794e-05,9.5583135e-05,9.219028e-05,0.00010064219,8.094775e-05,6.977023e-05
DOLPP1,9.269865e-05,9.814334e-05,8.360366e-05,9.122358e-05,8.4981555e-05,0.00011153281
ARNT2,9.252771e-05,8.21729e-05,7.782211e-05,0.000101901685,9.605925e-05,6.73519e-05
INPP4B,9.2507646e-05,0.00011605966,9.8243465e-05,8.537165e-05,8.6832304e-05,9.3841125e-05
ALG3,9.250019e-05,9.784453e-05,8.4271946e-05,9.0098736e-05,8.8910805e-05,0.00010792799
COL6A6,9.235874e-05,8.9702466e-05,8.304816e-05,9.610841e-05,9.383144e-05,8.207504e-05
CRYAB,9.235417e-05,7.151028e-05,9.3378294e-05,0.000101364385,0.000103205675,6.234988e-05
MOGS,9.2209906e-05,7.901602e-05,8.5799e-05,9.38245e-05,8.93254e-05,0.00011703941
TNR,9.207671e-05,8.1237726e-05,8.065191e-05,0.000103282415,7.501825e-05,9.419086e-05
TECR,9.198087e-05,0.0001004149,0.00011071196,8.460802e-05,8.592909e-05,0.00011213352
TTF1,9.187385e-05,9.069869e-05,0.00010217941,8.4620486e-05,9.471746e-05,0.000117837226
ANGPT2,9.18505e-05,9.0808986e-05,9.2056995e-05,9.109137e-05,8.831632e-05,0.00010388879
ACKR4,9.172648e-05,8.4890045e-05,0.00010205754,8.6451386e-05,8.982835e-05,0.000126314
S1PR1,9.156834e-05,9.211756e-05,9.234082e-05,9.08061e-05,9.225106e-05,9.2639195e-05
SMPD2,9.15168e-05,8.565697e-05,0.0001015915,8.95076e-05,8.712002e-05,0.00011270592
CYP21A2,9.141993e-05,0.000107278356,9.776565e-05,8.113742e-05,9.449488e-05,0.00010544003
ELMO2,9.141914e-05,9.902363e-05,8.949222e-05,9.125373e-05,8.411693e-05,9.390205e-05
ME3,9.132273e-05,9.287786e-05,7.3253774e-05,9.376129e-05,8.942018e-05,9.292118e-05
CD44,9.124488e-05,9.006537e-05,9.1528294e-05,8.8184934e-05,9.956449e-05,9.317012e-05
PTPRJ,9.123231e-05,8.83492e-05,9.5184296e-05,9.487375e-05,9.12634e-05,7.4933014e-05
SMPD3,9.114669e-05,0.00010729146,8.44441e-05,8.512839e-05,9.22231e-05,9.6284515e-05
MGLL,9.1057256e-05,0.000101790196,8.90735e-05,9.2491784e-05,9.291271e-05,6.310414e-05
AGMAT,9.0946516e-05,8.666674e-05,0.00010004173,9.563519e-05,8.910832e-05,7.151647e-05
CLEC7A,9.089897e-05,8.568297e-05,8.46392e-05,9.190977e-05,8.952064e-05,0.00010197583
ALG1,9.087503e-05,9.689464e-05,8.664495e-05,8.7262815e-05,8.418607e-05,0.000114074865
INPP5B,9.079378e-05,8.878878e-05,9.498087e-05,9.094914e-05,9.300639e-05,8.63732e-05
EPHA2,9.073642e-05,8.987516e-05,9.023577e-05,9.016111e-05,9.13444e-05,9.4384006e-05
COL9A1,9.0731e-05,0.00014286867,8.09335e-05,7.2980205e-05,8.2834355e-05,0.00011124753
NDUFAB1,9.061071e-05,8.562707e-05,8.380738e-05,8.921642e-05,8.737826e-05,0.00011726034
ACADL,9.0590205e-05,9.176589e-05,9.0754955e-05,9.085506e-05,9.185919e-05,8.473524e-05
MTMR3,9.0535745e-05,9.390674e-05,9.1890055e-05,8.9388435e-05,9.265578e-05,8.555287e-05
SESN3,9.050361e-05,8.853782e-05,8.452741e-05,9.053269e-05,8.5858905e-05,0.000106711086
DDX41,9.0471e-05,9.555345e-05,8.938418e-05,8.821037e-05,8.1903076e-05,0.00010966969
KLF2,9.0442365e-05,8.973479e-05,8.752306e-05,9.011715e-05,8.762933e-05,0.00010064061
MTMR2,9.04338e-05,7.97719e-05,9.078335e-05,9.369455e-05,9.217336e-05,8.907336e-05
SERPINB6,9.042897e-05,0.00012545087,0.00010203112,7.9925776e-05,7.8013145e-05,9.699172e-05
PARD3,9.040171e-05,0.000100552235,9.471853e-05,8.47893e-05,8.879199e-05,0.00010091032
PSME3,9.0313326e-05,0.000103921855,9.419225e-05,8.848641e-05,8.25987e-05,8.727367e-05
ORAI1,9.030803e-05,0.000108436725,9.407187e-05,8.627394e-05,9.039905e-05,7.618794e-05
FRS2,9.007766e-05,8.859521e-05,8.7155684e-05,8.964993e-05,9.339928e-05,9.080051e-05
NDUFB11,9.001999e-05,8.801191e-05,8.578843e-05,8.875823e-05,8.529257e-05,0.000111711
ITPKB,8.998843e-05,8.823885e-05,9.292456e-05,8.9716435e-05,9.2457776e-05,8.771504e-05
CCL20,8.9918685e-05,0.0001427265,8.778569e-05,7.60386e-05,8.015052e-05,8.760718e-05
INMT,8.975933e-05,7.660893e-05,6.787958e-05,9.6407e-05,8.899257e-05,9.638941e-05
RAB11B,8.9587236e-05,8.6606764e-05,9.357254e-05,8.674296e-05,9.726987e-05,9.2054186e-05
PKN1,8.9584544e-05,9.245965e-05,8.3731735e-05,9.17429e-05,9.07607e-05,7.573807e-05
UGCG,8.952532e-05,9.0830275e-05,6.7773515e-05,9.01428e-05,9.973547e-05,8.1030725e-05
ITPKC,8.948917e-05,8.8781686e-05,9.142321e-05,8.877805e-05,9.032096e-05,9.137417e-05
CHMP4C,8.947302e-05,7.513559e-05,9.08908e-05,9.463079e-05,8.112901e-05,0.00010280907
NSD3,8.938699e-05,4.0861643e-05,3.3465985e-05,9.804617e-05,0.00015217114,5.4685104e-05
CDH5,8.933719e-05,7.308877e-05,7.9227895e-05,9.260814e-05,8.136414e-05,0.00012321793
NCAM2,8.932632e-05,4.580912e-05,7.8535566e-05,0.000103989085,0.000100963916,7.740637e-05
MAP3K2,8.930995e-05,9.1487105e-05,8.9198176e-05,8.912895e-05,8.33459e-05,9.754101e-05
SMPD1,8.922251e-05,9.848086e-05,8.679512e-05,8.5490974e-05,8.6384985e-05,9.8947e-05
INPP5F,8.918722e-05,9.173422e-05,8.8323686e-05,8.8960434e-05,8.781881e-05,8.9050685e-05
ATP5MC1,8.916644e-05,8.195328e-05,0.00014784122,8.09727e-05,9.761068e-05,8.4949206e-05
MYL6,8.90067e-05,8.328905e-05,9.732741e-05,9.0410664e-05,8.862143e-05,8.6554595e-05
ITPK1,8.897995e-05,0.000100177596,8.889191e-05,8.634462e-05,8.22469e-05,9.529201e-05
C4BPA,8.884739e-05,9.715652e-05,8.966802e-05,8.353456e-05,8.120569e-05,0.00011474603
KCNJ2,8.879334e-05,0.00010501075,8.388934e-05,8.018631e-05,7.6475844e-05,0.00013035291
IPMK,8.879216e-05,8.670304e-05,8.397388e-05,9.0838825e-05,8.631262e-05,9.0175155e-05
IP6K3,8.8750116e-05,7.6825054e-05,8.387003e-05,9.131643e-05,8.320541e-05,0.00011036908
BOC,8.857953e-05,9.301669e-05,8.2519866e-05,8.733411e-05,8.2803854e-05,0.00010221563
DTX3,8.838445e-05,0.0001334772,0.00011784889,6.6012e-05,7.427509e-05,0.00012753598
HAAO,8.833421e-05,6.584793e-05,9.6501215e-05,9.40042e-05,8.525842e-05,9.864699e-05
TNFRSF10D,8.830387e-05,0.00010389297,7.832371e-05,7.75836e-05,6.834955e-05,0.00015944545
ACKR3,8.805542e-05,6.54989e-05,7.137733e-05,8.522298e-05,0.00010656814,0.000119554505
INPP5A,8.804455e-05,9.2842834e-05,8.418398e-05,8.7261826e-05,8.819009e-05,8.616667e-05
SYNJ1,8.802095e-05,9.0878115e-05,8.615652e-05,8.825234e-05,8.53172e-05,8.822391e-05
GALNT7,8.7942455e-05,0.00014457457,6.0784543e-05,6.9631235e-05,6.9798996e-05,0.00013500516
LGMN,8.77408e-05,9.926958e-05,9.0470676e-05,8.524866e-05,9.179786e-05,7.0749884e-05
SUV39H2,8.758762e-05,0.0002151523,5.565381e-05,6.136442e-05,6.761162e-05,5.7824083e-05
FOSL1,8.758607e-05,9.964726e-05,7.331465e-05,8.3249324e-05,7.6098e-05,0.00012007712
CD3D,8.75463e-05,8.783769e-05,9.012745e-05,8.908197e-05,8.301401e-05,8.5787986e-05
MYL6B,8.752651e-05,9.94151e-05,7.677742e-05,8.692844e-05,8.8026005e-05,7.669892e-05
AGPAT5,8.750098e-05,7.605252e-05,9.8817465e-05,8.709743e-05,8.6552725e-05,0.00010304144
RENBP,8.732593e-05,0.00010123749,6.3172534e-05,8.284336e-05,7.718774e-05,0.00012200289
ACVR1C,8.730482e-05,8.7795124e-05,8.54277e-05,8.754907e-05,8.704278e-05,8.706268e-05
SMAD9,8.725683e-05,8.798785e-05,8.604202e-05,8.755322e-05,8.8750545e-05,8.260364e-05
IMPDH2,8.7148015e-05,8.833567e-05,8.860631e-05,8.708776e-05,8.520444e-05,8.791761e-05
INPP5E,8.694659e-05,8.512267e-05,9.098593e-05,8.685281e-05,8.655212e-05,8.8398614e-05
VPS4A,8.686394e-05,7.6650984e-05,8.191619e-05,9.210447e-05,8.5797285e-05,8.375075e-05
SYNJ2,8.6804466e-05,8.821464e-05,9.059591e-05,8.608435e-05,8.2207574e-05,9.373584e-05
TPR,8.661075e-05,8.855112e-05,8.6640604e-05,8.6282496e-05,8.229002e-05,9.285606e-05
MAPT,8.660287e-05,0.00012850457,0.000114817914,6.943374e-05,8.438575e-05,8.393633e-05
PPP1R15A,8.6580745e-05,7.887966e-05,9.377985e-05,8.7435015e-05,0.00010099591,6.3803695e-05
IMPA1,8.654335e-05,8.335233e-05,9.030356e-05,8.815185e-05,8.195216e-05,8.974096e-05
MTMR6,8.648179e-05,8.651872e-05,8.812403e-05,8.6186505e-05,8.6254564e-05,8.713825e-05
CHMP7,8.640277e-05,8.7201166e-05,8.231227e-05,8.496984e-05,8.965491e-05,8.920422e-05
DAPK2,8.635152e-05,5.924185e-05,5.857616e-05,9.3322145e-05,6.412065e-05,0.00015966286
PPT1,8.6337495e-05,9.596836e-05,6.724677e-05,7.794542e-05,8.168441e-05,0.00013441224
MITF,8.6331456e-05,8.22007e-05,9.088019e-05,8.674587e-05,8.793735e-05,8.51676e-05
MTM1,8.629635e-05,8.764031e-05,8.3635336e-05,8.65921e-05,8.495598e-05,8.6869884e-05
INHBB,8.621284e-05,8.7938344e-05,8.497446e-05,8.63584e-05,8.654561e-05,8.2752114e-05
HOMER3,8.6189226e-05,0.00010690728,9.01503e-05,8.282816e-05,7.833942e-05,7.869821e-05
PI4K2A,8.618389e-05,8.68452e-05,8.6721164e-05,8.5523105e-05,8.509196e-05,8.9999376e-05
PTPN2,8.612572e-05,9.018086e-05,8.567719e-05,8.502868e-05,8.3995066e-05,8.886535e-05
ACER3,8.610253e-05,7.4343494e-05,7.278463e-05,9.271586e-05,7.9037476e-05,9.591653e-05
SV2B,8.6099644e-05,7.941112e-05,8.640957e-05,8.7544686e-05,9.138622e-05,8.045512e-05
CHMP5,8.6069274e-05,9.0110814e-05,8.686008e-05,8.4796535e-05,7.749367e-05,0.00010074186
SEC13,8.5960426e-05,7.9074736e-05,8.199548e-05,8.7594824e-05,8.557903e-05,9.3289236e-05
VPS4B,8.594363e-05,8.539304e-05,9.236024e-05,8.68832e-05,8.2317565e-05,8.42056e-05
OTUD5,8.580117e-05,8.5869055e-05,8.6767766e-05,8.5401916e-05,8.646849e-05,8.576481e-05
